9/20/2022,12:39,SUSPICIOUS,1500 BURTON ST SE
9/20/2022,12:18,FIGHT,2600 EAST BELTLINE AVE SE
9/20/2022,12:09,SUICIDETH,2100 MADISON AVE SE
9/20/2022,12:08,STOPKALAMAZOO, AVE SE / (SO)28TH ST SE
9/20/2022,12:06,DOM,800 5TH ST NW
9/20/2022,11:55,UDAA,0 RENA ST SW
9/20/2022,11:53,DOM,200 IONIA AVE SW
9/20/2022,11:41,MDOP,200 POWELL ST SE
9/20/2022,11:40,MDOPLYON, ST NW / OTTAWA AVE NW
9/20/2022,11:35,ASSIST,1400 JOHNSTON ST SE
9/20/2022,11:31,LOSTFOUND,300 CESAR E CHAVEZ AVE SW
9/20/2022,10:54,ECHO,1400 HYNES AVE SW
9/20/2022,10:49,SUSPICIOUS,300 PALMER ST NE
9/20/2022,10:45,ASLT,100 MICHIGAN ST NE
9/20/2022,10:43,PIALPINE, AVE NW / SYLVIA ST NW(NO)
9/20/2022,10:43,SUSPICIOUS,1200 BUTLER AVE SE
9/20/2022,10:40,WELFARE,500 MARKET AVE SW
9/20/2022,10:37,NOISE,1000 GARFIELD AVE NW
9/20/2022,10:35,PARKING,400 GRAND AVE NE
9/20/2022,10:35,UNKACCLITTLE, HERON CT SE / RAYBROOK CIRCLE DR SE
9/20/2022,10:30,ASSISTOAKES, ST SW / IONIA AVE SW
9/20/2022,10:20,MISC,100 MONROE CENTER ST NW
9/20/2022,10:17,ALARM,1100 WATKINS ST SE
9/20/2022,10:15,ABAND,100 OTTAWA AVE SW-RAMP 
9/20/2022,10:04,ASSIST,700 NELAND AVE SE
9/20/2022,9:58,FRAUD,3200 PLAINFIELD AVE NE
9/20/2022,9:31,PDBURTON, ST SE / EAST BELTLINE AVE SE
9/20/2022,9:29,STOPANDRE, ST SW / BUCHANAN AVE SW
9/20/2022,9:26,TRES,100 SHELDON AVE SE
9/20/2022,9:20,TRES,0 COMMERCE AVE SW
9/20/2022,9:07,STOPBUCHANAN, AVE SW / FOX ST SW
9/20/2022,8:52,WELFARE,300 LEONARD ST NW
9/20/2022,8:51,STOP,0 BURTON ST SW
9/20/2022,8:44,ASSIST,800 OAKLAND AVE SW
9/20/2022,8:40,TRES,700 STOCKING AVE NW
9/20/2022,8:20,PARKING,1400 DUNHAM ST SE
9/20/2022,8:17,ASSIST,100 CHERRY ST SE
9/20/2022,8:00,ASSIST,0 MILE RD NE / PLAINFIELD AVE NE
9/20/2022,7:57,STOPKALAMAZOO, AVE SE / LINWOOD ST SE
9/20/2022,7:50,STOPALGER, ST SE / KALAMAZOO AVE SE
9/20/2022,7:47,PEACE,800 KENSINGTON AVE SW
9/20/2022,7:46,PDBLEONARD, ST NE / PLYMOUTH AVE NE
9/20/2022,7:38,STOPALGER, ST SE / (WO)EASTERN AVE SE
9/20/2022,7:26,STOP,800 WATKINS ST SE
9/20/2022,7:01,TRES,100 OTTAWA AVE SW
9/20/2022,6:58,ALARM,1600 DIAMOND AVE NE
9/20/2022,6:47,DISO,100 SHELDON AVE SE
9/20/2022,6:47,DOM,800 SHEFFIELD ST SW
