09/19/2022,15:11,WELFARE,1200 ATLANTIC ST NW
09/19/2022,15:04,DOMA,700 DEMING ST SE
09/19/2022,14:56,STOPMARTIN, LUTHER KING JR ST SE / PARIS AVE SE
09/19/2022,14:52,PILEONARD, ST NW / POWERS AVE NW
09/19/2022,14:47,SUSPICIOUS,2200 RASPBERRY CT SE
09/19/2022,14:43,SUSPICIOUS,1500 TURNER AVE NW
09/19/2022,14:41,DOM,1100 SIBLEY ST NW
09/19/2022,14:36,DOM,900 CALVIN AVE SE
09/19/2022,14:34,STOPWORDEN, ST SE / EASTERN AVE SE
09/19/2022,14:27,TRES,300 LAFAYETTE AVE SE
09/19/2022,14:15,DOMA,2000 KALAMAZOO AVE SE
09/19/2022,14:06,STOPBURTON, ST SW / BUCHANAN AVE SW
09/19/2022,14:03,STOPN, DIVISION AVE / NEWBERRY ST NW
09/19/2022,13:51,MISSING,800 CLANCY AVE NE
09/19/2022,13:47,DOM,1000 JENNETTE AVE NW
09/19/2022,13:47,PROSTITUTE,2100 S DIVISION AVE
09/19/2022,13:46,ALARM,100 IONIA AVE SW
09/19/2022,13:41,DOM,1300 CROSBY ST NW
09/19/2022,13:40,SUSPICIOUSTHOMPSON, CT SE / PLEASANT ST SE
09/19/2022,13:28,TRES,700 EASTERN AVE SE
09/19/2022,13:19,SUSPICIOUS,1600 HORTON AVE SE
09/19/2022,12:48,SUSPICIOUS,200 COLLEGE AVE NE
09/19/2022,12:47,ASLT,2000 S DIVISION AVE
09/19/2022,12:37,ASSIST,300 MONROE AVE NW
09/19/2022,12:27,SUICIDETH,2300 KALAMAZOO AVE SE
09/19/2022,12:26,WELFAREPLASTER, CREEK TRAIL - PHASE 2_DIVISION AVE S
09/19/2022,12:23,PIEDNA, ST SE / EASTERN AVE SE
09/19/2022,12:12,DOMMYRTLE, ST NW / ELIZABETH AVE NW
09/19/2022,12:11,DOM,1100 BAXTER ST SE
09/19/2022,12:10,ASSIST,1400 DAVIS AVE NW
09/19/2022,12:00,DEERRICHMOND, ST NW / VALLEY AVE NW
09/19/2022,11:51,ASSIST,2900 44TH ST SW
09/19/2022,11:30,SUSPICIOUS,600 7TH ST NW
09/19/2022,11:25,DISO,1500 BLK N TAYLOR AVE
09/19/2022,11:19,FRAUD,3100 PLAINFIELD AVE NE
09/19/2022,11:10,SUSPICIOUS,4300 LANGLEY CT SE
09/19/2022,10:41,DISO,1200 WEALTHY ST SE
09/19/2022,10:39,ALARM,2300 28TH ST SE
09/19/2022,10:35,LARC,700 MADISON AVE SE
09/19/2022,10:31,DOM,1100 MCREYNOLDS AVE NW
